endTime,artistName,trackName,msPlayed
2023-08-07 23:09,Travis Scott,TIL FURTHER NOTICE (feat. James Blake & 21 Savage),314836
2023-08-07 23:10,Post Malone,Sign Me Up,64714
2023-08-08 1:04,Post Malone,Sign Me Up,134215
2023-08-08 1:08,The Weeknd,Ordinary Life,221920
2023-08-08 1:10,Tory Lanez,Staccato,148772
2023-08-08 1:13,Empire of the Sun,We Are The People - southstar Remix,155225
2023-08-08 1:13,Post Malone,Up There,6873
2023-08-08 1:17,Travis Scott,CIRCUS MAXIMUS (feat. The Weeknd & Swae Lee),224931
2023-08-08 18:39,Metro Boomin,Too Many Nights (feat. Don Toliver & with Future),199920
2023-08-08 18:41,Sauce Walka,Texas Cyclone,132071
2023-08-08 18:45,Yeat,Out thë way,10521
2023-08-08 18:45,The Weeknd,A Lonely Night,220173
2023-08-08 18:47,Post Malone,Allergic,156893
2023-08-08 18:48,A$AP Rocky,Lord Pretty Flacko Jodye 2 (LPFJ2),1834
2023-08-08 18:48,Kanye West,Follow God,10366
2023-08-08 18:48,BROCKHAMPTON,GINGER,5735
2023-08-08 18:51,Tory Lanez,The Color Violet,226466
2023-08-08 18:54,Baby Keem,HONEST,142451
2023-08-09 0:58,Baby Keem,HONEST,30162
2023-08-09 1:02,Jaden,On My Own,244720
2023-08-09 1:05,Post Malone,Buyer Beware,173481
2023-08-09 1:07,Unknown Artist,Unknown Track,155000
2023-08-09 1:08,SAINt JHN,Trap (feat. Lil Baby),9008
2023-08-09 1:11,Tory Lanez,Ballad of a Badman,178863
2023-08-09 1:15,Baby Keem,16,140550
2023-08-09 17:22,Tory Lanez,Staccato,1792
2023-08-09 17:25,Travis Scott,LOOOVE (feat. Kid Cudi),226715
2023-08-09 17:28,Tory Lanez,Staccato,156559
2023-08-09 17:30,Unknown Artist,Unknown Track,155000
2023-08-09 17:31,Don Toliver,Honeymoon,23351
2023-08-09 17:31,Travis Scott,TIL FURTHER NOTICE (feat. James Blake & 21 Savage),1493
2023-08-09 17:31,KAYTRAMINÉ,Sossaup,1130
2023-08-09 17:35,The Weeknd,A Lonely Night,220173
2023-08-09 17:38,Travis Scott,Pray 4 Love (feat. The Weeknd),229030
2023-08-09 19:14,Post Malone,Don't Understand,183379
2023-08-09 19:17,Post Malone,Something Real,205287
2023-08-09 19:20,Post Malone,Chemical,183410
2023-08-09 19:23,Post Malone,Novacandy,197287
2023-08-09 19:24,Post Malone,Mourning,57270
2023-08-09 19:28,Post Malone,Too Cool To Die,204952
2023-08-09 19:31,Post Malone,Sign Me Up,198937
2023-08-09 19:35,Post Malone,Socialite,189912
2023-08-09 19:35,Post Malone,Socialite,5738
2023-08-09 19:38,Post Malone,Overdrive,147679
2023-08-09 19:40,Post Malone,Speedometer,162103
2023-08-09 23:02,Don Toliver,Bus Stop (feat. Brent Faiyaz),1160
2023-08-09 23:02,The Weeknd,Ordinary Life,1044
2023-08-09 23:02,Travis Scott,Pray 4 Love (feat. The Weeknd),12701
2023-08-09 23:03,Unknown Artist,Unknown Track,1068
2023-08-09 23:03,Post Malone,Up There,27283
2023-08-09 23:03,Travis Scott,CIRCUS MAXIMUS (feat. The Weeknd & Swae Lee),1277
2023-08-09 23:04,Kanye West,Flashing Lights,77229
2023-08-09 23:07,Minutemen,One Chapter in the Book,23375
2023-08-09 23:07,Minutemen,Corona,145533
2023-08-09 23:08,Minutemen,D.'s Car Jam / Anxious Mo-Fo,80066
2023-08-09 23:10,Minutemen,The Big Foist,90865
2023-08-09 23:11,Minutemen,"Take 5, D.",99840
2023-08-09 23:13,Minutemen,Maybe Partying Will Help,116426
2023-08-09 23:15,Minutemen,Shit from an Old Notebook,96066
2023-08-09 23:16,Minutemen,Martin's Story,52893
2023-08-09 23:18,Minutemen,Dr. Wu,105640
2023-08-09 23:19,Minutemen,Don't Look Now,107373
2023-08-09 23:21,Minutemen,Themselves,78266
2023-08-09 23:23,Minutemen,West Germany,109173
2023-08-09 23:25,Minutemen,Cohesion,116933
2023-08-09 23:27,Minutemen,Corona,145533
2023-08-09 23:29,Minutemen,You Need the Glory,123133
2023-08-09 23:31,Minutemen,No Exchange,111573
2023-08-09 23:33,Minutemen,It's Expected I'm Gone,125000
2023-08-09 23:34,Minutemen,God Bows to Math,76400
2023-08-09 23:36,Minutemen,The Politics of Time,72626
2023-08-09 23:37,Minutemen,This Ain't No Picnic,117733
2023-08-09 23:39,Minutemen,Nothing Indeed,82293
2023-08-09 23:41,Minutemen,Spillage,113733
2023-08-09 23:42,Minutemen,Please Don't Be Gentle with Me,47906
2023-08-09 23:43,Minutemen,The Roar of the Masses Could Be Farts,81026
2023-08-09 23:45,Minutemen,June 16th,109200
2023-08-09 23:46,Minutemen,Political Song for Michael Jackson to Sing,91133
2023-08-09 23:48,Minutemen,Nature Without Man,106893
2023-08-09 23:50,Minutemen,Storm in My House,119173
2023-08-09 23:52,Minutemen,Theatre Is the Life of You,90893
2023-08-09 23:55,Minutemen,The Glory of Man,177560
2023-08-09 23:57,Minutemen,Love Dance,122626
2023-08-09 23:58,Minutemen,Viet Nam,89666
2023-08-10 0:00,Minutemen,Retreat,120533
2023-08-10 0:05,Minutemen,Do You Want New Wave or Do You Want the Truth,110960
2023-08-10 0:05,Minutemen,Jesus and Tequila,6744
2023-08-10 0:07,Minutemen,#1 Hit Song,109066
2023-08-10 0:09,Minutemen,The World According to Nouns,127066
2023-08-10 0:10,Minutemen,My Heart and the Real World,66333
2023-08-10 0:12,Minutemen,Three Car Jam,38506
2023-08-10 0:12,Minutemen,Toadies,98240
2023-08-10 0:15,Minutemen,History Lesson Part 2,132133
2023-08-10 0:16,Minutemen,There Ain't Shit on T.V. Tonight,94760
2023-08-10 0:18,Minutemen,Two Beads at the End,113173
2023-08-10 0:20,Minutemen,Untitled Song for Latin America,123600
2023-08-10 0:22,Minutemen,One Reporters Opinion,111506
2023-08-10 0:23,Wire,Another the Letter - 2006 Remastered Version,67813
2023-08-10 0:25,Descendents,Bikeage,134066
2023-08-10 0:26,Minutemen,Black Sheep,69960
2023-08-10 0:28,Guided By Voices,A Salty Salute,89066
2023-08-10 0:30,Xeon Fresh Gold,Swarm Intelligence,136007
2023-08-10 0:33,Hot Snakes,I Hate the Kids,187973
2023-08-10 0:35,Wire,Fragile - 2006 Remastered Version,78346
2023-08-10 0:37,fIREHOSE,Hear Me,160266
2023-08-10 0:38,Minutemen,Search,53000
2023-08-10 2:11,Sebadoh,License to Confuse - Remastered,65585
2023-08-10 2:12,Minutemen,Search,21250
2023-08-10 2:15,Post Malone,Don't Understand,183379
2023-08-10 2:18,Post Malone,Something Real,205287
2023-08-10 2:22,Post Malone,Chemical,44962
2023-08-10 2:25,Post Malone,Something Real,205287
2023-08-10 2:26,Post Malone,Mourning,5420
2023-08-10 2:26,RAYE,Escapism.,12220
2023-08-10 2:26,Post Malone,Novacandy,1250
2023-08-10 2:26,Post Malone,Chemical,46372
2023-08-10 2:30,Travis Scott,LOOOVE (feat. Kid Cudi),226715
2023-08-10 2:31,Tory Lanez,Staccato,26134
2023-08-10 2:35,Empire of the Sun,We Are The People - southstar Remix,236068
2023-08-10 2:36,Tchami,Praise,91781
2023-08-10 2:41,RAYE,Escapism.,272373
2023-08-10 2:44,Post Malone,Buyer Beware,173481
2023-08-10 2:46,Unknown Artist,Unknown Track,155202
2023-08-10 2:49,Post Malone,Sign Me Up,198937
2023-08-10 2:54,Travis Scott,MODERN JAM (feat. Teezo Touchdown),255412
2023-08-10 2:58,The Weeknd,A Lonely Night,220173
2023-08-10 3:02,The Weeknd,Double Fantasy (with Future),268235
2023-08-10 3:06,The Weeknd,Sidewalks,231360
2023-08-10 3:11,Travis Scott,Pray 4 Love (feat. The Weeknd),307000
2023-08-10 3:16,Travis Scott,CIRCUS MAXIMUS (feat. The Weeknd & Swae Lee),258842
2023-08-10 3:22,Disclosure,Nocturnal,404511
2023-08-10 3:26,Post Malone,Up There,194826
2023-08-10 3:29,Travis Scott,outside,176488
2023-08-10 3:41,Unknown Artist,Unknown Track,281600
2023-08-10 3:44,Post Malone,Chemical,184013
2023-08-10 3:48,The Weeknd,Ordinary Life,221920
2023-08-10 3:53,Post Malone,Leave,324853
2023-08-10 3:57,Post Malone,Something Real,205287
2023-08-10 4:01,Travis Scott,HYAENA,222085
2023-08-10 4:04,Swedish House Mafia,Lifetime (with Ty Dolla $ign & 070 Shake),186805
2023-08-10 4:09,Travis Scott,TIL FURTHER NOTICE (feat. James Blake & 21 Savage),314836
2023-08-10 4:12,Don Toliver,Honeymoon,184853
2023-08-10 4:16,Don Toliver,Bus Stop (feat. Brent Faiyaz),236840
2023-08-10 4:18,Janelle Monáe,Champagne Shit,143200
2023-08-10 4:21,Post Malone,Overdrive,147679
2023-08-10 4:23,KAYTRAMINÉ,Sossaup,156000
2023-08-10 4:27,KAYTRAMINÉ,Who He Iz,181000
2023-08-10 4:29,Tory Lanez,Staccato,156559
2023-08-10 4:32,Kali Uchis,Fantasy (feat. Don Toliver),178274
2023-08-10 4:34,AG Club,flippin shit,139514
2023-08-10 4:40,Travis Scott,STOP TRYING TO BE GOD,338438
2023-08-10 4:43,Don Toliver,Drugs N Hella Melodies (feat. Kali Uchis),198057
2023-08-10 4:44,The Weeknd,A Lonely Night,48744
2023-08-10 4:45,Tory Lanez,Lady Of Namek,18520
2023-08-10 4:47,Pusha T,Scrape It Off (feat. Lil Uzi Vert & Don Toliver),152612
2023-08-10 4:51,Lana Del Rey,Diet Mountain Dew,222920
2023-08-10 4:54,Metro Boomin,Overdue (with Travis Scott),166093
2023-08-10 4:55,Gucci Mane,Rumors (feat. Lil Durk),91453
2023-08-10 4:59,The Weeknd,Ordinary Life,221920
2023-08-10 5:01,Post Malone,Hollywood's Bleeding,156266
2023-08-10 6:47,A$AP Rocky,Sundress,54690
2023-08-10 6:47,Ramones,Blitzkrieg Bop - 2016 Remaster,32682
2023-08-10 18:11,Post Malone,Hold My Breath,208904
2023-08-10 18:14,Post Malone,Enough Is Enough,165175
2023-08-10 21:08,Post Malone,Texas Tea,139360
2023-08-11 18:17,Post Malone,Buyer Beware,9032
2023-08-11 18:18,Post Malone,Buyer Beware,21905
2023-08-11 18:18,Post Malone,Buyer Beware,39892
2023-08-11 18:22,Travis Scott,LOOOVE (feat. Kid Cudi),211009
2023-08-11 18:26,Empire of the Sun,We Are The People - southstar Remix,236084
2023-08-11 18:29,RAYE,Escapism.,16683
2023-08-11 18:29,Tchami,Praise,210011
2023-08-11 18:34,Post Malone,Buyer Beware,168053
2023-08-11 18:37,Post Malone,Sign Me Up,198958
2023-08-11 18:39,Travis Scott,MODERN JAM (feat. Teezo Touchdown),108659
2023-08-11 18:42,The Weeknd,A Lonely Night,220175
2023-08-11 18:47,The Weeknd,Double Fantasy (with Future),268249
2023-08-11 18:51,The Weeknd,Sidewalks,231376
2023-08-11 18:56,Travis Scott,Pray 4 Love (feat. The Weeknd),307006
2023-08-11 19:00,Travis Scott,CIRCUS MAXIMUS (feat. The Weeknd & Swae Lee),258857
2023-08-11 19:16,Disclosure,Nocturnal,149546
2023-08-14 17:09,Unknown Artist,Unknown Track,29715
2023-08-14 17:09,Mura Masa,Deal Wiv It (with slowthai),10111
2023-08-14 17:09,Unknown Artist,Unknown Track,3801
2023-08-14 17:13,The Weeknd,Save Your Tears,215626
2023-08-14 17:16,Carter Ace,I Think I'm Normal,196653
2023-08-14 17:19,Emotional Oranges,Body & Soul (feat. Biig Piig),150700
2023-08-14 17:23,Unknown Artist,Unknown Track,1790
2023-08-14 17:23,Daniel Caesar,Get You (feat. Kali Uchis),278000
2023-08-14 17:24,Unknown Artist,Unknown Track,6962
2023-08-14 17:26,Travis Scott,Maria I'm Drunk (feat. Justin Bieber & Young Thug),158696
2023-08-14 17:29,A$AP Ferg,Let You Go,196000
2023-08-14 17:32,A$AP Ferg,"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",171820
2023-08-14 17:36,Don Toliver,Drugs N Hella Melodies (feat. Kali Uchis),198057
2023-08-14 17:40,Baby Keem,lost souls (with Brent Faiyaz),269727
2023-08-14 17:43,Isaiah Rashad,Headshots (4r da Locals),193208
2023-08-14 17:47,Kanye West,Hurricane,243187
2023-08-14 17:51,Metro Boomin,Raindrops (Insane) [with Travis Scott],188586
2023-08-14 17:53,Tory Lanez,Sorry 4 What? // LV BELT,154632
2023-08-14 17:55,LUCKI,KAPITOL DENIM,117000
2023-08-14 17:58,Joey Bada$$,Paper Trail$,194738
2023-08-14 18:02,A$AP Rocky,Babushka Boi,187105
2023-08-14 18:03,BROCKHAMPTON,HEAVEN BELONGS TO YOU,89613
2023-08-14 18:06,Young Thug,Hot (feat. Gunna),193026
2023-08-14 18:09,JID,151 Rum,156780
2023-08-14 18:12,Post Malone,Wrapped Around Your Finger,193565
2023-08-14 18:16,The Weeknd,Less Than Zero,211814
2023-08-14 18:19,Drake,Jimmy Cooks (feat. 21 Savage),218364
2023-08-14 18:23,Calvin Harris,Nothing More To Say (with 6LACK & Donae’o),233974
2023-08-14 18:26,DDG,Moonwalking in Calabasas (feat. Blueface) - Remix,170232
2023-08-14 18:28,Freddie Gibbs,4 Thangs (feat. Big Sean & Hit-Boy),104911
2023-08-14 18:31,Money Man,24 (feat. Lil Baby),182857
2023-08-14 18:33,Jack Harlow,SUVs (Black on Black),157675
2023-08-14 18:37,The Neighbourhood,Softcore,206280
2023-08-14 18:40,Kali Uchis,Fantasy (feat. Don Toliver),178274
2023-08-14 18:42,Yeat,Monëy so big,140938
2023-08-14 22:08,Harry Styles,As It Was,167303
2023-08-14 22:12,Kanye West,I Wonder,243440
2023-08-14 22:13,Baby Keem,highway 95,91782
2023-08-14 22:14,Travis Scott,sdp interlude,19179
2023-08-14 22:18,Unknown Artist,Unknown Track,281600
2023-08-14 22:21,Metro Boomin,On Time (with John Legend),168920
2023-08-14 22:24,Metro Boomin,Superhero (Heroes & Villains) [with Future & Chris Brown],182666
2023-08-14 22:26,Tory Lanez,Why Did I,145918
2023-08-14 22:30,Swedish House Mafia,Lifetime (with Ty Dolla $ign & 070 Shake),186805
2023-08-14 22:34,Boslen,LEVELS,196985
2023-08-14 22:37,Quavo,HOTEL LOBBY (Unc & Phew),142657
2023-08-14 22:39,$NOT,Doja,171453
2023-08-14 22:42,AG Club,Mr. Put It On,168573
2023-08-14 22:45,Key Glock,Ambition For Cash,143480
2023-08-14 22:48,JID,Surround Sound (feat. 21 Savage & Baby Tate),229938
2023-08-14 22:51,Post Malone,Staring At The Sun (feat. SZA),168280
2023-08-14 22:52,Jaden,Summertime In Paris,65602
2023-08-14 22:52,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),3040
2023-08-14 22:53,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),22400
2023-08-14 22:53,BROCKHAMPTON,GINGER,32080
2023-08-14 22:56,BROCKHAMPTON,BOY BYE,142186
2023-08-14 22:59,BROCKHAMPTON,BOOGIE,193154
2023-08-14 23:02,BROCKHAMPTON,ZIPPER,202086
2023-08-14 23:06,Tchami,Praise,210000
2023-08-14 23:06,DJ Khaled,GREECE (feat. Drake),6591
2023-08-14 23:09,Kid Cudi,Tequila Shots,193293
2023-08-14 23:12,A$AP Ferg,Plain Jane,173600
2023-08-14 23:15,Joey Bada$$,DEVASTATED,207058
2023-08-14 23:16,Rich The Kid,New Freezer (feat. Kendrick Lamar),23307
2023-08-14 23:19,Mac Miller,Weekend (feat. Miguel),208080
2023-08-14 23:22,The Weeknd,Ordinary Life,9020
2023-08-14 23:22,NAV,Good For It,143950
2023-08-14 23:24,Tory Lanez,Midnight's Interlude,115428
2023-08-14 23:28,The Weeknd,Double Fantasy (with Future),268235
2023-08-14 23:29,Jaden,Icon,250
2023-08-14 23:29,Post Malone,Up There,27116
2023-08-14 23:29,Jr. Hi,Secrets [Gxnxvs Remix] (feat. the Weeknd),1820
2023-08-14 23:33,Jaden,Icon,220995
2023-08-14 23:33,Jr. Hi,Secrets [Gxnxvs Remix] (feat. the Weeknd),15064
2023-08-14 23:36,Isaiah Rashad,West Savannah (feat. SZA),167276
2023-08-14 23:38,Tory Lanez,Motorboat,170706
2023-08-17 15:12,Ramones,I Wanna Be Sedated,2320
2023-08-17 15:12,Ramones,Blitzkrieg Bop - 2016 Remaster,180
2023-08-17 15:16,Travis Scott,LOOOVE (feat. Kid Cudi),226715
2023-08-17 15:36,The Weeknd,Best Friends,34458
2023-08-17 15:39,Empire of the Sun,We Are The People - southstar Remix,236068
2023-08-17 15:43,Tchami,Praise,210000
2023-08-17 15:47,RAYE,Escapism.,272373
2023-08-17 15:50,Post Malone,Buyer Beware,173481
2023-08-17 15:53,Unknown Artist,Unknown Track,155202
2023-08-17 15:56,Post Malone,Sign Me Up,198937
2023-08-17 16:01,Travis Scott,MODERN JAM (feat. Teezo Touchdown),255412
2023-08-17 16:04,The Weeknd,A Lonely Night,220173
2023-08-17 16:09,The Weeknd,Double Fantasy (with Future),268235
2023-08-17 16:20,The Weeknd,Sidewalks,217408
2023-08-17 16:29,Travis Scott,Pray 4 Love (feat. The Weeknd),307000
2023-08-17 16:33,Travis Scott,CIRCUS MAXIMUS (feat. The Weeknd & Swae Lee),258842
2023-08-17 16:40,Disclosure,Nocturnal,404511
2023-08-17 16:43,Post Malone,Up There,194826
2023-08-17 16:46,Travis Scott,outside,176488
2023-08-17 16:51,Unknown Artist,Unknown Track,281600
2023-08-17 16:54,Post Malone,Chemical,184013
2023-08-17 16:54,The Weeknd,Ordinary Life,16267
2023-08-17 17:00,Post Malone,Leave,324853
2023-08-17 17:03,Post Malone,Something Real,205287
2023-08-17 17:07,Travis Scott,HYAENA,222085
2023-08-17 17:10,Swedish House Mafia,Lifetime (with Ty Dolla $ign & 070 Shake),186805
2023-08-17 17:15,Travis Scott,TIL FURTHER NOTICE (feat. James Blake & 21 Savage),314836
2023-08-17 17:18,Don Toliver,Honeymoon,184853
2023-08-17 17:22,Don Toliver,Bus Stop (feat. Brent Faiyaz),236840
2023-08-17 17:25,Janelle Monáe,Champagne Shit,143200
2023-08-17 17:27,Post Malone,Overdrive,147679
2023-08-17 17:30,KAYTRAMINÉ,Sossaup,156000
2023-08-17 17:33,KAYTRAMINÉ,Who He Iz,181000
2023-08-17 17:37,Tory Lanez,Staccato,156559
2023-08-17 17:40,Kali Uchis,Fantasy (feat. Don Toliver),178274
2023-08-17 17:43,AG Club,flippin shit,139514
2023-08-17 17:48,Travis Scott,STOP TRYING TO BE GOD,338438
2023-08-17 18:01,Post Malone,Enough Is Enough,165175
2023-08-17 18:04,Post Malone,Hold My Breath,208904
2023-08-17 18:07,Post Malone,Speedometer,162103
2023-08-17 18:12,Travis Scott,TIL FURTHER NOTICE (feat. James Blake & 21 Savage),314836
2023-08-17 18:15,Travis Scott,SIRENS,204447
2023-08-17 18:19,Travis Scott,THANK GOD,184888
2023-08-17 18:23,Travis Scott,CIRCUS MAXIMUS (feat. The Weeknd & Swae Lee),258842
2023-08-17 18:27,Travis Scott,MODERN JAM (feat. Teezo Touchdown),255412
2023-08-17 18:30,Travis Scott,HYAENA,177379
2023-08-18 17:41,Travis Scott,HYAENA,5184
2023-08-18 17:43,Don Toliver,Bus Stop (feat. Brent Faiyaz),2670
2023-08-18 17:43,Post Malone,I Cannot Be (A Sadder Song) (with Gunna),118649
2023-08-18 17:43,A$AP Rocky,Sundress,3111
2023-08-18 17:44,Travis Scott,Watch (feat. Lil Uzi Vert & Kanye West),7383
2023-08-18 17:47,Travis Scott,LOOOVE (feat. Kid Cudi),226715
2023-08-18 17:49,Empire of the Sun,We Are The People - southstar Remix,104644
2023-08-18 17:49,Tchami,Praise,2368
2023-08-18 17:54,RAYE,Escapism.,272373
2023-08-18 17:55,Post Malone,Buyer Beware,102827
2023-08-18 17:56,Unknown Artist,Unknown Track,30264
2023-08-19 2:03,Unknown Artist,Unknown Track,27313
2023-08-19 2:06,Post Malone,Buyer Beware,173481
2023-08-19 2:09,Unknown Artist,Unknown Track,155202
2023-08-19 2:11,Post Malone,Sign Me Up,10697
2023-08-19 17:04,Post Malone,Sign Me Up,235291
2023-08-19 17:08,Travis Scott,MODERN JAM (feat. Teezo Touchdown),255412
2023-08-19 17:11,The Weeknd,A Lonely Night,140473
2023-08-19 17:15,Travis Scott,LOOOVE (feat. Kid Cudi),226715
2023-08-19 17:19,Empire of the Sun,We Are The People - southstar Remix,236068
2023-08-19 17:22,Tchami,Praise,210000
2023-08-19 17:52,RAYE,Escapism.,191480
2023-08-19 17:56,RAYE,Escapism.,219981
2023-08-19 17:59,Post Malone,Buyer Beware,173481
2023-08-19 18:02,Unknown Artist,Unknown Track,155202
2023-08-19 20:06,Post Malone,Sign Me Up,198937
2023-08-19 20:10,Travis Scott,MODERN JAM (feat. Teezo Touchdown),255412
2023-08-19 20:14,The Weeknd,A Lonely Night,220173
2023-08-19 20:18,The Weeknd,Double Fantasy (with Future),268235
2023-08-19 20:22,The Weeknd,Sidewalks,231360
2023-08-19 20:27,Travis Scott,Pray 4 Love (feat. The Weeknd),300603
2023-08-21 20:07,Post Malone,Don't Understand,14736
2023-08-21 20:11,Post Malone,Something Real,205287
2023-08-21 20:14,Post Malone,Chemical,183410
2023-08-21 20:17,Post Malone,Mourning,4080
2023-08-21 20:17,Post Malone,Novacandy,197287
2023-08-21 20:21,Post Malone,Too Cool To Die,204952
2023-08-21 20:24,Post Malone,Sign Me Up,198937
2023-08-21 20:25,Post Malone,Socialite,62830
2023-08-21 20:27,Post Malone,Overdrive,147679
2023-08-21 20:30,Post Malone,Speedometer,162103
2023-08-21 20:34,Post Malone,Hold My Breath,208904
2023-08-21 20:36,Post Malone,Enough Is Enough,165175
2023-08-21 20:39,Post Malone,Texas Tea,139360
2023-08-21 20:42,Post Malone,Buyer Beware,173481
2023-08-21 20:45,Post Malone,Landmine,184607
2023-08-21 20:47,Post Malone,Green Thumb,159406
2023-08-21 20:51,Post Malone,Laugh It Off,246503
2023-08-21 20:56,Post Malone,Joy,287428
2023-08-21 20:59,Post Malone,Up There,194826
2023-08-21 21:03,Tory Lanez,Lady Of Namek,193993
2023-08-21 21:07,The Weeknd,Double Fantasy (with Future),268235
2023-08-21 21:11,CHASE B,"Ring Ring (feat. Travis Scott, Don Toliver, Quavo & Ty Dolla $ign)",14070
2023-08-21 21:11,Travis Scott,LOOOVE (feat. Kid Cudi),226715
2023-08-21 21:14,Post Malone,Buyer Beware,3282
2023-08-21 21:14,Baby Keem,16,156040
2023-08-21 21:16,Tory Lanez,Hurts Me,140800
2023-08-21 21:17,The Weeknd,Like A God,31664
2023-08-21 21:21,Nothing But Thieves,Tomorrow Is Closed,6734
2023-08-21 21:21,Travis Scott,CIRCUS MAXIMUS (feat. The Weeknd & Swae Lee),258842
2023-08-21 21:24,Mac Miller,Come Back to Earth,161840
2023-08-21 21:26,Post Malone,No Option,120432
2023-08-21 21:28,Tory Lanez,‘87 Stingray,141333
2023-08-21 21:32,The Weeknd,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,215466
2023-08-21 21:35,Sleep Token,Euclid,2623
2023-08-21 21:35,Travis Scott,THANK GOD,184888
2023-08-21 21:35,Nothing But Thieves,Foreign Language,4314
2023-08-21 21:36,Post Malone,Waiting For Never,48065
2023-08-21 21:39,The Weeknd,"False Idols (with Lil Baby, Suzanna Son)",4853
2023-08-21 21:39,Tory Lanez,Pink Dolphin Sunset (feat. Tee),212450
2023-08-21 21:43,Travis Scott,HYAENA,222085
2023-08-21 21:43,PVRIS,SENTI-MENTAL,1696
2023-08-21 21:43,Lil Tecca,HVN ON EARTH (with Kodak Black),2159
2023-08-21 21:47,Post Malone,Sign Me Up,198937
2023-08-21 21:51,Tory Lanez,Ballad of a Badman,254764
2023-08-21 21:53,Ty Dolla $ign,Spicy (feat. Post Malone),143375
2023-08-21 21:57,Travis Scott,MODERN JAM (feat. Teezo Touchdown),255412
2023-08-21 21:58,DJ Khaled,"SUPPOSED TO BE LOVED (feat. Lil Baby, Future & Lil Uzi Vert)",7271
2023-08-21 21:58,Lil Uzi Vert,Patience (feat. Don Toliver),2554
2023-08-21 22:00,Post Malone,Saint-Tropez,150866
2023-08-21 22:04,Tory Lanez,The Color Violet,226466
2023-08-21 22:07,Big Sean,Wolves (feat. Post Malone),199758
2023-08-21 22:10,Travis Scott,I KNOW ?,184648
2023-08-22 1:22,Healy,2D,31327
2023-08-22 1:22,Current Blue,fever dream,18413
2023-08-22 1:22,Travis Scott,I KNOW ?,26923
2023-08-22 1:25,Post Malone,Staring At The Sun (feat. SZA),168280
2023-08-22 1:26,Khalid,Silver Platter (From Barbie The Album),35834
2023-08-22 1:26,Jack Harlow,Denver,4342
2023-08-22 1:29,Travis Scott,SIRENS,191030
2023-08-22 1:31,Post Malone,Speedometer,12260
2023-08-22 1:31,Metro Boomin,"Home (Metro Boomin & Don Toliver, Lil Uzi Vert)",95178
2023-08-22 1:31,6LACK,Since I Have A Lover,2763
2023-08-22 1:31,Bilmuri,LIVIN' LAUGHIN' LOVIN',8405
2023-08-22 1:31,Joji,1AM FREESTYLE,2345
2023-08-22 1:31,Chesle,charlie!,2507
2023-08-22 1:31,6LACK,Temporary (feat. Don Toliver),2229
2023-08-22 1:31,Jack Harlow,They Don't Love It,2438
2023-08-22 1:31,Post Malone,Something Real,3784
2023-08-22 1:31,Travis Scott,TIL FURTHER NOTICE (feat. James Blake & 21 Savage),2507
2023-08-22 1:33,Metro Boomin,"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",2554
2023-08-22 1:33,Post Malone,I Know,111246
2023-08-22 1:33,KennyHoopla,SABOTAGE//,2043
2023-08-22 1:33,Dominic Fike,10x Stronger,1857
2023-08-22 1:33,Travis Scott,MY EYES,2716
2023-08-22 1:33,Bas,Passport Bros (with J. Cole),2113
2023-08-22 1:37,Post Malone,When I’m Alone,195110
2023-08-22 1:37,Travis Scott,MELTDOWN (feat. Drake),8097
2023-08-22 2:50,Travis Scott,MELTDOWN (feat. Drake),6408
2023-08-22 2:54,Post Malone,Only Wanna Be With You - Pokémon 25 Version,241360
2023-08-22 2:57,Don Toliver,Best You Had,140063
2023-08-22 2:59,Aminé,REEL IT IN,121346
2023-08-22 2:59,Ski Mask The Slump God,Faucet Failure,3038
2023-08-22 3:03,Mac Miller,Buttons,228440
2023-08-22 3:04,BROCKHAMPTON,KEEP IT SOUTHERN,97044
2023-08-22 3:52,BROCKHAMPTON,KEEP IT SOUTHERN,20298
2023-08-22 3:54,Harry Styles,As It Was,167303
2023-08-22 3:59,Big Sean,Living Single,276346
2023-08-22 4:01,Emotional Oranges,Make Me Wanna,132841
2023-08-22 4:03,070 Shake,Web,126151
2023-08-22 4:06,070 Shake,Invited,161885
2023-08-22 4:11,070 Shake,History,290622
2023-08-22 4:14,070 Shake,Medicine,195470
2023-08-22 4:18,070 Shake,Skin and Bones,214157
2023-08-22 4:22,070 Shake,Blue Velvet,276362
2023-08-22 4:26,070 Shake,Cocoon,201004
2023-08-22 8:51,070 Shake,Body,92813
2023-08-22 8:52,070 Shake,Body,48250
2023-08-23 16:38,Travis Scott,LOOOVE (feat. Kid Cudi),226715
2023-08-23 16:42,Empire of the Sun,We Are The People - southstar Remix,236068
2023-08-23 16:46,Tchami,Praise,210000
2023-08-23 16:50,RAYE,Escapism.,272373
2023-08-23 16:53,Post Malone,Buyer Beware,173481
2023-08-23 16:56,Unknown Artist,Unknown Track,155202
2023-08-23 16:59,Post Malone,Sign Me Up,198937
2023-08-23 17:03,Travis Scott,MODERN JAM (feat. Teezo Touchdown),255412
2023-08-23 17:07,The Weeknd,A Lonely Night,220173
2023-08-23 17:11,The Weeknd,Double Fantasy (with Future),268235
